# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 210702 b,Confirmed,,,,1.808,0.097,0.097,1.216,,,354.1,0.7,0.7,1.148,0.057,0.057,0.028,0.034,0.034,,,,0.020893,2007,2018-12-30,189.0,66.0,66.0,2454042.0,64.0,64.0,,,,,,,,,,,,,,,,,,,37.8,2.0,2.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 210702,332.9625,16.0405556,5.93,,,,,56.0,2.3,2.3,0.12,0.04,0.04,1.61,0.18,0.18,4.92,0.4,0.3,K1IV,1.4,1.0,1.0,4951.0,44.0,44.0,,,
HD 211403 b,Confirmed,,,,5.54,0.39,0.39,,,,223.8,0.41,0.41,0.768,0.013,0.013,0.084,0.044,0.057,,,,,2021,2021-07-13,190.0,57.0,51.0,2455929.0,54.0,27.0,,,,,,,,,,,,,,,,,,,165.5,10.0,10.0,380.0,13.0,13.0,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 211403,333.816666672,58.275555568,8.5,,,,,83.29,0.2,0.2,0.18,0.04,0.04,1.2,0.06,0.06,1.206,0.08,0.08,F7V,,,,6273.0,44.0,44.0,,,
HD 211810 b,Confirmed,,,,0.67,0.44,0.44,,,,1558.0,22.0,22.0,2.656,0.043,0.043,0.68,0.14,0.14,,,,,2018,2018-09-18,98.0,14.0,14.0,2464763.0,86.0,86.0,,,,,,,,,,,,,,,,,,,15.6,7.2,7.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 211810,334.529166669,61.134444448,8.59,,,,,61.0,,,0.17,,,1.03,0.02,0.02,1.13,1.13,1.13,G5,,,,5652.0,,,,,
HD 211847 b,Confirmed,,,,19.2,1.2,1.2,,,,7930.0,2000.0,2500.0,7.5,1.4,1.6,0.685,0.07,0.07,,,,,2011,2014-06-18,159.2,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 211847,335.233333352,-41.430000019,8.78,,,,,50.6,3.3,3.3,-0.08,0.06,0.06,0.94,0.04,0.04,,,,G5V,3.0,2.9,2.9,5715.0,50.0,50.0,,,
HD 211970 b,Confirmed,,,,0.0409,0.0079,0.0079,,,,25.2,0.025,0.025,0.143,0.003,0.003,0.15,0.1,0.1,,,,,2019,2019-04-26,97.83,51.73,51.73,,,,,,,,,,,,,,,,,,,,,,4.02,0.74,0.74,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 211970,335.57,-54.56,,,,,,13.13,0.01,0.01,,,,0.61,0.04,0.04,,,,K7V,,,,4127.0,94.0,149.0,,,
HD 212301 A b,Confirmed,,,,0.4,,,1.07,,,2.245715,2.8e-05,2.8e-05,0.036,,,0.0147,0.0147,0.0365,,,,0.000683,2005,2019-12-13,172.8,85.6,85.6,2453388.9,,,,,,,,,,,,,,,,,,53549.195,0.004,0.004,59.5,0.7,0.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,,Theoretical,HD 212301 b,,HD 212301 A,336.875,-77.7177778,7.77,,,,,52.7,,,0.18,,,1.05,0.06,0.06,,,,F8 V,5.9,2.4,2.4,5998.0,,,,,HD 212301
HD 212771 b,Confirmed,,,,2.3,0.4,0.4,,,,373.3,3.4,3.4,1.22,0.3,0.3,0.111,0.06,0.06,,,,0.009313,2010,2010-03-18,55.0,40.0,40.0,2454947.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 212771,336.7625,-17.2636111,7.6,,,,,131.0,14.0,14.0,-0.21,0.03,0.03,1.15,0.08,0.08,5.0,0.1,0.1,G8IV,6.0,2.0,2.0,5121.0,44.0,44.0,,,
HD 213240 b,Confirmed,,,,4.5,,,,,,951.0,42.0,42.0,2.03,,,0.45,0.04,0.04,,,,0.049816,2001,2012-09-25,214.0,7.0,7.0,51520.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 213240,337.75,-49.4330556,6.8,,,,,40.75,,,0.16,,,1.22,,,1.5,,,G4 IV,5.11,,,5975.0,,,,,
HD 213472 b,Confirmed,,,,3.48,0.59,1.1,,,,16700.0,4800.0,12000.0,13.0,2.6,5.7,0.53,0.085,0.12,,,,,2021,2021-05-27,37.0,14.0,14.0,,,,2459580.0,160.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 213472,337.70833335,48.721944463,,,,,,,,,,,,,,,,,,G5,,,,,,,,,
HD 213885 b,Confirmed,0.02778,0.00208,0.00208,,,,0.15568,0.00464,0.00464,1.008035,2.1e-05,2.1e-05,0.02012,0.00012,0.00015,0.0,,,80.09,0.5,0.62,,2019,2019-03-25,,,,,,,,,,2458379.97043,0.0012,0.0012,,,,,,,0.675,0.041,0.033,,,,5.3,0.39,0.39,2128.0,14.0,14.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-141 b,,HD 213885,338.983333352,-59.864722251,8.0,,,,,57.97,0.14,0.14,-0.04,0.03,0.03,1.068,0.02,0.02,1.101,0.0075,0.008,G,3.8,0.79,0.66,5978.0,50.0,50.0,,,TOI-141
HD 213885 c,Confirmed,,,,0.06277,0.00434,0.00434,,,,4.78503,0.00051,0.00056,0.056798,0.00032,0.00044,0.0,,,,,,,2019,2019-03-27,,,,2458396.635,0.054,0.054,,,,,,,,,,,,,,,,,,,7.26,0.48,0.48,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,TOI-141 c,,HD 213885,338.983333352,-59.864722251,8.0,,,,,57.97,0.14,0.14,-0.04,0.03,0.03,1.068,0.02,0.02,1.101,0.0075,0.008,G,3.8,0.79,0.66,5978.0,50.0,50.0,,,TOI-141
HD 21411 b,Confirmed,,,,0.2073,0.0805,0.0805,,,,84.288,0.127,0.127,0.362,0.007,0.007,0.4,0.15,0.15,,,,,2019,2019-04-19,332.4,17.74,17.74,,,,,,,,,,,,,,,,,,,,,,11.47,4.33,4.33,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 21411,51.55,-30.62,,,,,,29.15,0.03,0.03,,,,0.89,0.05,0.05,,,,G8V,,,,5605.0,132.0,247.0,,,
HD 214823 b,Confirmed,,,,20.56,0.31,0.31,1.082,,,1853.9,1.6,1.6,3.23,0.19,0.19,0.1633,0.0036,0.0036,,,,,2016,2018-12-30,122.9,1.7,1.7,2455642.1,8.6,8.6,,,,,,,,,,,,,,,,,,,285.2,1.3,1.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,HD 214823,340.082916673,31.7875916857,8.078,,,,,101.7,,,0.17,0.02,0.02,1.31,0.13,0.13,2.04,,,G0V,2.7,0.2,0.2,5933.0,30.0,30.0,,,
HD 215152 b,Confirmed,,,,0.00628,0.00235,0.0013,,,,5.75942,0.00095,0.0019,0.057635,0.000755,0.000742,0.357,0.351,0.108,,,,,2018,2018-02-20,352.7,143.4,143.4,,,,,,,,,,,,,,,,,,,,,,0.907,0.364,0.151,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 215152,340.8375,-6.4008333,6.45,,,,,21.5,0.4,0.4,-0.1,0.04,0.04,0.77,0.015,0.015,0.73,0.018,0.018,K3V,,,,4935.0,76.0,76.0,IR Excess,,
HD 215152 c,Confirmed,,,,0.004801,0.00177,0.00249,,,,7.28345,0.00869,0.00343,0.067399,0.000898,0.000854,0.163,0.16,0.223,,,,0.003033,2011,2018-02-20,233.1,164.7,167.6,,,,,,,,,,,,,,,,,,,,,,0.608,0.221,0.315,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 215152,340.8375,-6.4008333,6.45,,,,,21.5,0.4,0.4,-0.1,0.04,0.04,0.77,0.015,0.015,0.73,0.018,0.018,K3V,,,,4935.0,76.0,76.0,IR Excess,,
HD 215152 d,Confirmed,,,,0.008511,0.00259,0.00287,,,,10.8642,0.005,0.00617,0.08799,0.00115,0.00113,0.333,0.326,0.182,,,,0.003963,2011,2018-02-20,184.2,131.6,151.5,,,,,,,,,,,,,,,,,,,,,,0.986,0.317,0.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 215152,340.8375,-6.4008333,6.45,,,,,21.5,0.4,0.4,-0.1,0.04,0.04,0.77,0.015,0.015,0.73,0.018,0.018,K3V,,,,4935.0,76.0,76.0,IR Excess,,
HD 215152 e,Confirmed,,,,0.01091,0.006711,0.00145,,,,25.1968,0.0526,0.0478,0.15417,0.00204,0.00199,0.173,0.169,0.287,,,,,2018,2018-02-20,163.9,167.1,167.3,,,,,,,,,,,,,,,,,,,,,,0.914,0.559,0.128,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 215152,340.8375,-6.4008333,6.45,,,,,21.5,0.4,0.4,-0.1,0.04,0.04,0.77,0.015,0.015,0.73,0.018,0.018,K3V,,,,4935.0,76.0,76.0,IR Excess,,
HD 215456 b,Confirmed,,,,0.101,,,,,,191.99,,,0.652,,,0.15,,,,,,0.017158,2011,2011-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 215456,341.5333333,-48.9677778,6.63,,,,,38.0,0.7,0.7,,,,,,,,,,G0.5V,,,,,,,,,
HD 215456 c,Confirmed,,,,0.246,,,,,,2277.0,,,3.394,,,0.19,,,,,,0.089316,2011,2011-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 215456,341.5333333,-48.9677778,6.63,,,,,38.0,0.7,0.7,,,,,,,,,,G0.5V,,,,,,,,,
HD 215497 b,Confirmed,,,,0.02,,,,,,3.93404,0.00066,0.00066,0.047,,,0.16,0.009,0.009,,,,0.001068,2009,2010-12-05,96.0,34.0,34.0,54858.95,0.37,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 215497,341.6541667,-56.5994444,8.97,,,,,44.0,2.0,2.0,0.23,0.07,0.07,0.87,0.023,0.023,,,,K3V,7.0,inf,nan,5113.0,93.0,93.0,,,
HD 215497 c,Confirmed,,,,0.33,,,,,,567.94,2.7,2.7,1.282,,,0.49,0.04,0.04,,,,0.029136,2009,2010-12-05,45.0,4.0,4.0,55003.48,5.15,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 215497,341.6541667,-56.5994444,8.97,,,,,44.0,2.0,2.0,0.23,0.07,0.07,0.87,0.023,0.023,,,,K3V,7.0,inf,nan,5113.0,93.0,93.0,,,
HD 216435 b,Confirmed,,,,1.26,0.13,0.13,,,,1311.0,49.0,49.0,2.56,0.17,0.17,0.07,0.078,0.078,,,,0.076877,2002,2016-01-15,100.0,,,2450870.0,210.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 216435,343.4041667,-48.5980556,6.03,,,,,33.3,,,0.244,,,1.3,,,2.0,0.7,0.7,G0 V,5.27,,,5767.0,,,IR Excess,,
HD 216437 b,Confirmed,,,,1.82,,,,,,1256.0,35.0,35.0,2.32,,,0.29,0.12,0.12,,,,0.087547,2002,2010-12-29,63.0,22.0,22.0,50693.0,130.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 216437,343.6625,-70.0736111,6.06,,,,,26.5,,,0.25,,,1.06,,,1.1,,,G4 IV-V,12.96,,,5636.0,,,,,
HD 216520 b,Confirmed,,,,0.03228,0.00311,0.00311,,,,35.45,0.011,0.011,0.198,0.0004,0.0004,0.09,0.06,0.06,,,,,2020,2021-06-27,220.95,125.17,125.17,,,,,,,,,,,,,,,,,,,,,,2.28,0.2,0.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"2MASS J22473183+8341493 b, BD+82 704 b, HIP 112527 b, LSPM J2247+8341 b, SAO 3796 b, TIC 264899051 b, TYC 4650-00917-1 b, WISE J224731.02+834150.7 b",,HD 216520,341.882812,83.697029,,,5.951,5.524,,19.56,0.01,0.01,-0.16,,,0.82,0.04,0.04,0.76,0.01,0.01,K0 V,6.0,-3.0,3.0,5103.0,20.0,20.0,,,"2MASS J22473183+8341493, BD+82 704, HIP 112527, LSPM J2247+8341, SAO 3796, TIC 264899051, TYC 4650-00917-1, WISE J224731.02+834150.7"
HD 216520 c,Confirmed,,,,0.0297,0.00513,0.00513,,,,154.43,0.44,0.44,0.528,0.01,0.01,0.12,0.08,0.08,,,,,2020,2021-06-27,198.12,96.34,96.34,,,,,,,,,,,,,,,,,,,,,,1.29,0.22,0.22,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"2MASS J22473183+8341493 c, BD+82 704 c, HIP 112527 c, LSPM J2247+8341 c, SAO 3796 c, TIC 264899051 c, TYC 4650-00917-1 c, WISE J224731.02+834150.7 c",,HD 216520,341.882812,83.697029,,,5.951,5.524,,19.56,0.01,0.01,-0.16,,,0.82,0.04,0.04,0.76,0.01,0.01,K0 V,6.0,-3.0,3.0,5103.0,20.0,20.0,,,"2MASS J22473183+8341493, BD+82 704, HIP 112527, LSPM J2247+8341, SAO 3796, TIC 264899051, TYC 4650-00917-1, WISE J224731.02+834150.7"
HD 216536 b,Confirmed,,,,1.47,0.12,0.2,,,,148.6,0.7,0.7,0.609,0.002,0.002,0.38,0.12,0.12,,,,,2015,2016-01-10,270.0,21.0,21.0,2453587.0,11.0,11.0,,,,,,,,,,,,,,,,,,,50.0,4.0,8.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 216536,338.95,44.477777796,9.23,,,,,,,,-0.17,0.09,0.09,1.36,0.38,0.38,12.5,4.0,4.0,K0,3.8,4.3,2.0,4639.0,45.0,45.0,,,
HD 216770 b,Confirmed,,,,0.65,,,,,,118.45,0.4,0.4,0.46,,,0.37,0.06,0.06,,,,0.012105,2003,2010-12-29,281.0,10.0,10.0,52672.0,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 216770,343.9708333,-26.6586111,8.1,,,,,38.0,,,0.23,,,0.9,,,1.0,,,K1 V,3.6,,,5248.0,,,,,
HD 21693 b,Confirmed,,,,0.0322,0.0046,0.0046,,,,22.656,0.0236,0.0236,0.1484,0.0024,0.0024,0.26,0.17,0.17,,,,0.00458,2011,2011-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 21693,51.8,-58.3236111,7.94,,,,,32.4,0.5,0.5,,,,,,,,,,G9IV,,,,,,,,,
HD 21693 c,Confirmed,,,,0.06472,0.0057,0.0057,,,,53.881,0.0704,0.0704,0.2644,0.0044,0.0044,0.24,0.09,0.09,,,,0.00816,2011,2011-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 21693,51.8,-58.3236111,7.94,,,,,32.4,0.5,0.5,,,,,,,,,,G9IV,,,,,,,,,
HD 217107 b,Confirmed,,,,1.394,0.06,0.057,,,,7.126853,1.2e-05,1.2e-05,0.0746,0.0016,0.0016,0.1272,0.0028,0.0028,,,,0.003702,1998,2020-09-28,23.0,1.3,1.3,244998.4,0.04,0.04,,,,,,,,,,,,,,,,,,,140.0,0.42,0.42,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 217107,344.5625,-2.395,6.16,,,,,19.72,0.3,0.3,0.37,0.05,0.05,1.02,,,1.08,,,G8 IV,7.32,,,5666.0,40.0,40.0,,,
HD 217107 c,Confirmed,,,,4.09,0.23,0.23,,,,5059.3,49.0,53.0,5.94,0.13,0.13,0.4,0.01,0.01,,,,0.267241,1998,2020-09-28,204.0,18.0,18.0,2450921.0,84.0,84.0,,,,,,,,,,,,,,,,,,,49.85,1.4,1.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 217107,344.5625,-2.395,6.16,,,,,19.72,0.3,0.3,0.37,0.05,0.05,1.02,,,1.08,,,G8 IV,7.32,,,5666.0,40.0,40.0,,,
HD 217786 A b,Confirmed,,,,13.0,0.8,0.8,,,,1319.0,4.0,4.0,2.38,0.04,0.04,0.4,0.05,0.05,,,,0.043431,2010,2019-12-13,100.0,2.0,2.0,56053.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 217786 b,,HD 217786 A,345.7833333,0.4297222,7.8,,,,,54.8,2.0,2.0,-0.135,0.043,0.043,1.02,0.03,0.03,1.27,0.06,0.06,F8V,7.6,,,5966.0,65.0,65.0,,,HD 217786
HD 217850 b,Confirmed,,,,22.16,0.73,0.73,,,,3508.1,2.7,2.7,4.656,0.065,0.065,0.7584,0.0016,0.0016,,,,,2018,2019-09-04,165.68,0.26,0.26,2457552.0,1.1,1.1,,,,,,,,,,,,,,,,,,,433.4,2.7,2.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 217850,345.654166679,58.876111136,8.5,,,,,61.0,,,0.26,,,1.03,0.16,0.16,,,,G8V,7.6,1.3,1.3,,,,,,
HD 218566 b,Confirmed,,,,0.21,0.02,0.02,,,,225.7,0.4,0.4,0.6873,0.0008,0.0008,0.3,0.1,0.1,,,,0.022956,2010,2010-11-18,36.0,24.0,24.0,10360.0,154.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 218566,347.2958333,-2.2608333,8.63,,,,,29.94,1.11,1.11,0.38,,,0.85,0.03,0.03,0.86,0.08,0.08,K3V,8.5,,,4820.0,,,,,
HD 219077 b,Confirmed,,,,13.4,0.78,0.78,,,,5513.0,45.0,50.0,7.03,0.2,0.2,0.768,0.004,0.004,,,,,2012,2019-05-02,55.6,0.7,0.7,2450455.8,1.4,1.4,,,,,,,,,,,,,,,,,,,181.9,1.7,1.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219077,348.5292,-62.7,6.12,,,,,29.35,0.3,0.3,-0.13,0.01,0.01,1.05,0.02,0.02,,,,G8V,8.9,0.3,0.3,5362.0,18.0,18.0,,,
HD 219134 b,Confirmed,0.01343,0.00107,0.00107,,,,0.134,0.00509,0.00509,3.093292,1.1e-05,1.1e-05,0.037,,,0.0,0.0,0.13,85.058,0.08,0.08,,2015,2021-02-16,,,,2449999.5,0.2,0.2,,,,2458765.95501,0.00047,0.00047,,,,,,,,,,,,,1.9,0.2,0.2,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,HD 219134,348.320833339,57.168333338,5.57,,,,,6.55,,,0.11,0.04,0.04,0.794,,,0.778,0.005,0.005,K3V,,,,4699.0,16.0,16.0,,,
HD 219134 c,Confirmed,0.01246,0.00107,0.00107,0.004754,0.000148,0.000148,0.12624,0.00437,0.00437,6.765159,3.6e-05,3.3e-05,0.062,,,0.0,0.0,0.26,,,,,2015,2021-02-16,,,,2449908.5,0.5,0.5,,,,2458766.16927,0.00066,0.00069,,,,,,,,,,,,,1.4,0.2,0.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Theoretical,Primary Transit,,,HD 219134,348.320833339,57.168333338,5.57,,,,,6.55,,,0.11,0.04,0.04,0.794,,,0.778,0.005,0.005,K3V,,,,4699.0,16.0,16.0,,,
HD 219134 d,Confirmed,0.05236,,,0.067,0.004,0.004,,,,46.71,0.01,0.01,0.225,,,0.0,,,,,,,2015,2019-09-24,,,,2449964.0,1.0,1.0,,,,,,,,,,,,,,,,,,,4.4,0.2,0.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Spectrum,,,,HD 219134,348.320833339,57.168333338,5.57,,,,,6.55,,,0.11,0.04,0.04,0.794,,,0.778,0.005,0.005,K3V,,,,4699.0,16.0,16.0,,,
HD 219134 e,Confirmed,,,,0.223,0.006,0.189,,,,1842.0,292.0,4199.0,2.56,0.15,3.41,0.34,0.17,0.17,,,,,2015,2018-11-28,345.42,36.83,16.38,,,,,,,,,,,,,,,,,,,,,,5.05,1.57,1.57,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219134,348.320833339,57.168333338,5.57,,,,,6.55,,,0.11,0.04,0.04,0.794,,,0.778,0.005,0.005,K3V,,,,4699.0,16.0,16.0,,,
HD 219134 f,Confirmed,0.0208,,,0.028,0.003,0.003,,,,22.805,0.005,0.005,0.139,2e-05,2e-05,0.0,,,,,,,2015,2019-09-24,,,,2449983.0,1.0,1.0,,,,,,,,,,,,,,,,,,,2.3,0.2,0.2,,,,,,,,,,Published in a refereed paper,Default,,,,,HD 219134,348.320833339,57.168333338,5.57,,,,,6.55,,,0.11,0.04,0.04,0.794,,,0.778,0.005,0.005,K3V,,,,4699.0,16.0,16.0,,,
HD 219134 g,Confirmed,,,,0.034,0.004,0.004,,,,94.2,0.2,0.2,0.3753,0.0004,0.0004,0.0,,,,,,,2015,2015-11-17,,,,2449972.0,5.0,5.0,,,,,,,,,,,,,,,,,,,1.8,0.2,0.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219134,348.320833339,57.168333338,5.57,,,,,6.55,,,0.11,0.04,0.04,0.794,,,0.778,0.005,0.005,K3V,,,,4699.0,16.0,16.0,,,
HD 219134 h,Confirmed,,,,0.34,0.02,0.02,,,,2198.0,51.0,51.0,3.064,0.048,0.048,0.37,0.18,0.18,,,,,2015,2018-11-28,180.0,19.0,19.0,2448616.291,,,,,,,,,,,,,,,,,,,,,5.5,1.3,1.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219134,348.320833339,57.168333338,5.57,,,,,6.55,,,0.11,0.04,0.04,0.794,,,0.778,0.005,0.005,K3V,,,,4699.0,16.0,16.0,,,
HD 219139 b,Confirmed,,,,0.78,0.2,0.05,,,,275.5,1.0,2.3,0.94,0.07,0.07,0.11,0.08,0.087,,,,,2021,2021-12-16,318.0,67.0,113.0,2455240.1,12.0,109.0,,,,,,,,,,,,,,,,,,,19.2,2.6,1.8,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219139,348.362500009,11.24833335,,,,,,,,,,,,,,,,,,G5 III,,,,,,,,,
HD 219415 b,Confirmed,,,,1.0,,,,,,2093.3,32.7,32.7,3.2,,,,,,,,,,2012,2013-01-17,,,,2453460.9,57.7,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 219415,348.725,56.7303,8.94,,,,,,,,-0.04,0.07,0.07,1.0,0.1,0.1,2.9,0.4,0.4,K0III,,,,4820.0,20.0,20.0,,,
HD 219666 b,Confirmed,0.0522,0.0041,0.0041,,,,0.4202,0.0152,0.0152,6.03607,0.00064,0.00064,0.06356,0.00265,0.00265,0.0,,,86.38,0.15,0.15,,2018,2018-12-18,,,,,,,,,,2458329.1996,0.0012,0.0012,,,,,,,0.838,0.013,0.013,,,,6.17,0.46,0.46,1073.0,20.0,20.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HD 219666,349.558333338,-56.90388891,,,,,,94.4,0.3,0.3,0.04,0.04,0.04,0.92,0.03,0.03,1.03,0.03,0.03,,10.0,2.0,2.0,5527.0,65.0,65.0,,,
HD 219828 b,Confirmed,,,,0.0661,0.0044,0.0044,,,,3.834887,9.6e-05,9.6e-05,0.045,,,0.059,0.036,0.036,,,,0.000641,2007,2016-05-24,255.0,38.0,38.0,2455998.78,0.036,0.036,,,,,,,,,,,,,,,,,,,7.53,0.28,0.28,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219828,349.6958333,18.6458333,8.04,,,,,81.1,1.0,1.0,0.19,0.03,0.03,1.24,,,1.7,0.16,0.16,G0IV,5.8,1.2,1.2,5891.0,18.0,18.0,,,
HD 219828 c,Confirmed,,,,15.1,0.85,0.85,,,,4791.0,75.0,75.0,5.96,,,0.8118,0.0032,0.0032,,,,,2016,2017-06-08,145.77,0.28,0.28,2454180.7,1.2,1.2,,,,,,,,,,,,,,,,,,,269.4,4.7,4.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 219828,349.6958333,18.6458333,8.04,,,,,81.1,1.0,1.0,0.19,0.03,0.03,1.24,,,1.7,0.16,0.16,G0IV,5.8,1.2,1.2,5891.0,18.0,18.0,,,
HD 220074 b,Confirmed,,,,11.1,1.8,1.8,,,,672.1,3.7,3.7,1.6,0.1,0.1,0.14,0.05,0.05,,,,,2012,2012-11-13,323.0,8.5,8.5,2451158.2,31.7,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 220074,350.0583,61.97,6.4,,,,,290.2,45.5,45.5,-0.25,0.25,0.25,1.2,0.3,0.3,49.67,9.5,9.5,M2III,4.5,2.8,2.8,3935.0,110.0,110.0,,,
HD 220197 b,Confirmed,,,,0.2,0.04,0.07,,,,1728.0,80.0,160.0,2.729,0.085,0.168,0.187,0.132,0.279,,,,,2018,2020-03-09,159.0,81.0,55.0,2456636.3,428.0,196.0,,,,,,,,,,,,,,,,,,,3.78,0.72,1.78,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 220197,350.491666686,16.632500025,9.0,,,,,64.5,0.2,0.2,-0.55,0.02,0.02,0.91,0.02,0.02,0.98,0.02,0.02,F8V,10.165,1.37,1.37,5683.0,15.0,15.0,,,
HD 220689 b,Confirmed,,,,1.06,0.09,0.09,,,,2209.0,103.0,81.0,3.36,0.09,0.09,0.16,0.07,0.1,,,,,2011,2019-06-13,137.0,75.0,75.0,2455649.0,413.0,413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 220689,351.4708333,-20.6161111,7.77,,,,,44.6,1.5,1.5,,,,,,,,,,G3V,,,,,,,,,
